industry_type,region,country,year,co2_emissions_metrictons,energy_consumption_twh,automobile_co2_emissions_metrictons,industrial_co2_emissions_metrictons,agriculture_co2_emissions_metrictons,domestic_co2_emissions_metrictons,population_millions,gdp_billion_usd,urbanization_percentage,renewable_energy_percentage,industrial_growth_percentage,transport_growth_percentage,co2_emissions_per_capita,energy_consumption_per_capita,renewable_energy_contribution
Manufacturing,Asia,Canada,2000,71.25,75.19,9.82,71.48,29.06,6.1,1230.18,8758.52,66.56,91.51,2.89,0.61,0.05791835341169585,0.061121136744216285,68.806369
Manufacturing,Asia,Canada,2000,65.2,806.54,9.69,157.53,30.56,18.46,183.59,241.36,52.94,57.93,2.7,-2.04,0.3551391688000436,4.393158668772808,467.228622
Manufacturing,Asia,China,2000,195.36,229.74,86.09,57.34,47.88,15.26,1428.69,22854.84,78.23,3.5,-5.67,-3.88,0.13674065052600634,0.16080465321378326,8.0409
Energy,Asia,China,2000,197.85,942.2,42.75,74.23,28.54,12.26,891.21,3778.08,99.47,21.09,7.54,-2.19,0.2220015484565927,1.0572143490310926,198.70998
Manufacturing,Asia,China,2000,152.0,792.5,5.8,169.91,32.36,15.59,458.02,5487.91,72.67,1.48,8.18,7.2,0.3318632374132134,1.730273787170866,11.729000000000001
Mining,Asia,China,2000,232.67,152.82,72.7,139.91,47.44,2.1,53.72,8697.34,35.61,81.16,8.57,1.46,4.331161578555473,2.8447505584512287,124.028712
Energy,Asia,China,2000,22.18,831.47,19.77,171.69,9.59,1.45,1104.79,9338.89,23.01,60.78,11.07,0.67,0.020076213579051223,0.7526045673838467,505.36746600000004
Manufacturing,Asia,China,2000,11.1,347.66,89.18,91.01,8.41,9.22,663.91,20459.98,94.25,36.98,6.92,3.17,0.0167191336175084,0.5236553147263937,128.564668
Manufacturing,Asia,China,2000,222.21,896.11,55.18,154.0,10.93,1.09,41.74,2004.31,60.36,76.58,5.48,2.26,5.323670340201246,21.468854815524676,686.241038
Mining,Asia,China,2000,286.27,306.37,60.41,75.08,49.29,8.3,1172.87,16178.73,60.02,78.87,-1.47,2.96,0.24407649611636414,0.261213945279528,241.634019
Energy,Asia,China,2000,56.36,918.39,38.47,179.09,41.57,6.63,1439.91,10020.27,46.41,63.76,-3.68,0.81,0.039141335222340284,0.6378106965018646,585.565464
Manufacturing,Asia,China,2000,267.39,369.07,14.04,21.76,21.01,13.89,1173.07,16818.37,51.83,30.25,4.86,2.55,0.2279403616152489,0.3146189059476417,111.643675
Manufacturing,Asia,China,2000,199.98,302.49,0.98,89.73,27.65,18.29,1322.26,21313.16,97.71,99.42,-2.68,4.63,0.15124105697820397,0.22876741336802142,300.735558
Manufacturing,Asia,China,2000,38.95,592.09,35.01,120.82,33.54,17.62,127.43,15283.25,25.52,27.95,7.42,1.26,0.30565800831829243,4.646394098720866,165.48915499999998
Construction,Asia,China,2000,283.4,106.83,70.2,101.32,28.01,2.12,858.32,3448.87,33.07,73.73,6.75,-4.35,0.33017988628949574,0.12446406934476652,78.765759
Manufacturing,Asia,Germany,2000,3.69,39.82,38.18,57.65,0.66,12.99,871.38,9535.19,96.11,99.54,-4.6,1.85,0.004234662259863665,0.04569762904817646,39.63682800000001
Manufacturing,Asia,Germany,2000,244.21,61.41,31.06,61.9,35.04,1.95,620.32,6144.14,22.8,33.82,-0.99,3.36,0.39368390508124834,0.09899729172040236,20.768862
Energy,Asia,Germany,2000,280.78,187.0,91.25,173.44,0.14,19.19,415.76,8308.71,36.58,50.12,4.72,8.96,0.6753415431979988,0.44977871849143736,93.72439999999999
Energy,Asia,Germany,2000,228.39,862.9,65.9,151.59,21.78,13.01,515.41,17751.16,38.63,54.84,10.2,7.1,0.4431229506606391,1.6742011214373025,473.21436
Energy,Asia,Germany,2000,287.73,41.58,16.83,26.09,3.75,16.55,828.33,15209.71,94.88,37.18,-1.92,3.61,0.34736155879902936,0.05019738510014125,15.459443999999998
Manufacturing,Asia,Germany,2000,16.87,886.18,95.69,62.17,21.35,9.26,594.2,8842.7,95.42,82.93,9.82,8.21,0.028391114102995624,1.4913833726018173,734.9090739999999
Construction,Asia,Germany,2000,280.75,190.12,6.46,42.71,45.89,7.27,147.55,15978.85,25.66,7.56,6.39,5.1,1.9027448322602507,1.28851236868858,14.373072
Construction,Asia,Germany,2000,281.74,680.73,13.54,27.33,11.32,18.4,1016.78,11247.3,65.55,23.06,-9.14,7.17,0.2770904227069769,0.6694958594779599,156.976338
Energy,Asia,Germany,2000,201.03,29.28,17.18,98.7,1.99,12.39,1046.32,15530.38,95.66,63.07,8.17,3.7,0.19213051456533375,0.027983790809694934,18.466896000000002
Energy,Asia,Germany,2000,268.27,888.16,76.96,135.58,6.28,12.29,494.86,4483.6,42.02,57.9,9.36,9.5,0.5421129208260922,1.7947702380471244,514.24464
Manufacturing,Asia,Germany,2000,221.85,824.36,22.6,91.73,48.6,1.28,626.58,1785.31,56.14,58.57,-8.63,-1.85,0.3540649238724504,1.3156500367072042,482.827652
Mining,Asia,Germany,2000,171.29,585.02,0.87,83.46,3.12,18.47,1107.28,23757.94,70.13,29.08,7.15,3.54,0.15469438624376852,0.5283397153384871,170.12381599999998
Energy,Asia,Germany,2000,112.88,422.69,24.09,104.66,36.14,6.89,473.14,13023.04,95.51,78.06,-6.86,-2.42,0.23857631990531344,0.8933719406518156,329.951814
Energy,Asia,Germany,2000,13.74,981.52,50.52,196.38,19.1,15.4,1097.31,20496.52,83.82,0.68,1.67,-1.07,0.012521529923175767,0.8944783151525093,6.674336
Manufacturing,Asia,Germany,2000,62.79,776.34,10.01,160.08,19.24,2.52,1179.19,14640.07,54.87,40.57,14.08,-1.66,0.053248416285755475,0.6583671842535979,314.961138
Energy,Asia,Germany,2000,155.82,36.21,33.85,131.8,32.73,3.74,981.48,24180.66,56.06,39.58,7.95,6.98,0.15876023963809754,0.03689326323511432,14.331918
Construction,Asia,Germany,2000,151.34,477.01,39.18,43.33,6.62,8.19,1081.83,17630.13,79.45,35.05,-7.86,5.12,0.13989258940868715,0.4409287965761719,167.192005
Construction,Asia,India,2000,5.1,282.48,43.93,60.12,30.74,10.19,819.92,2921.77,79.62,85.91,-1.88,2.08,0.006220119036003512,0.34452141672358283,242.678568
Energy,Asia,India,2000,282.36,179.86,84.1,162.41,9.48,15.93,1149.62,17824.92,89.68,38.56,13.98,1.65,0.24561159339607874,0.15645169708251425,69.35401600000002
Mining,Asia,India,2000,87.97,202.76,18.06,185.22,2.82,17.79,234.58,12681.65,20.23,55.24,4.5,-2.52,0.3750106573450422,0.8643533123028391,112.004624
Mining,Asia,India,2000,52.36,559.6,69.4,15.07,12.45,14.49,1050.79,5506.08,99.68,84.93,-9.61,-3.16,0.04982917614366334,0.5325516991977465,475.26828000000006
Manufacturing,Asia,India,2000,94.01,983.17,82.86,153.3,37.05,5.29,128.69,1872.02,46.84,83.86,-4.31,2.08,0.7305151915455746,7.639832154790581,824.486362
Energy,Asia,India,2000,75.29,567.63,97.56,80.99,26.19,17.24,781.72,366.81,44.34,10.27,12.93,-1.61,0.09631325794402089,0.7261295604564294,58.295601
Manufacturing,Asia,India,2000,26.85,185.16,10.98,181.17,9.19,8.64,438.56,3766.95,22.51,10.78,1.43,6.79,0.06122309376140095,0.4221999270339292,19.960248
Energy,Asia,India,2000,102.65,834.51,28.95,8.16,38.99,17.48,575.29,2472.17,44.68,63.56,12.61,0.2,0.17843174746649518,1.450590137148221,530.4145560000001
Energy,Asia,South Africa,2000,264.19,464.9,77.19,130.77,20.4,13.6,1362.91,4703.44,85.4,56.31,0.35,-1.59,0.19384258681791167,0.3411083637217424,261.78519
Manufacturing,Asia,South Africa,2000,18.53,478.33,38.85,84.14,39.77,7.65,99.99,21930.5,22.87,71.71,4.99,7.11,0.18531853185318534,4.783778377837784,343.01044299999995
Energy,Asia,South Africa,2000,280.09,749.3,84.83,129.65,32.61,5.21,579.62,15300.59,63.7,35.1,11.11,-4.53,0.4832303923260067,1.2927435216176115,263.0043
Energy,Asia,South Africa,2000,155.83,936.19,34.53,164.6,0.52,1.54,695.31,10729.84,93.27,73.44,7.63,3.14,0.22411586198961617,1.3464354029138084,687.5379360000001
Energy,Asia,South Africa,2000,244.6,458.69,27.9,155.04,48.4,13.59,987.28,9508.09,86.27,27.78,8.93,-1.38,0.24775139777975852,0.4645997082894417,127.424082
Manufacturing,Asia,South Africa,2000,38.21,322.58,8.32,25.77,9.19,13.84,1129.17,21918.28,48.02,17.22,0.36,0.8,0.03383901449737418,0.2856788614646156,55.548275999999994
Mining,Asia,South Africa,2000,213.26,278.13,23.18,179.54,37.61,3.63,954.74,7123.47,87.36,92.7,2.25,-0.73,0.22336971322035318,0.2913149129605966,257.82651000000004
Mining,Asia,South Africa,2000,12.45,610.65,49.94,121.7,12.91,15.55,267.56,9282.51,82.13,42.41,9.64,9.45,0.04653161907609508,2.282291822394977,258.97666499999997
Mining,Asia,South Africa,2000,253.13,518.7,52.18,166.15,36.51,13.4,928.75,16882.23,96.08,58.94,-6.63,0.2,0.27254912516823687,0.558492597577389,305.72178
Energy,Asia,South Africa,2000,165.3,447.13,26.66,72.85,30.96,18.47,59.67,23308.7,54.97,82.49,-8.08,-4.57,2.7702362996480643,7.49338025808614,368.83753699999994
Energy,Asia,South Africa,2000,233.42,840.55,34.48,126.13,6.98,4.35,1108.5,1220.65,41.79,68.58,-9.76,-1.99,0.21057284618854308,0.7582769508344609,576.4491899999999
Energy,Asia,South Africa,2000,259.25,850.85,2.8,29.93,40.92,14.31,1169.23,3563.06,31.39,98.06,-2.1,7.97,0.2217271195573155,0.7277011366454846,834.3435100000002
Energy,Asia,South Africa,2000,244.0,124.64,72.4,119.61,30.83,11.68,539.47,11322.94,53.92,10.77,14.66,-1.07,0.45229577177600233,0.23104157784492185,13.423727999999999
Energy,Asia,South Africa,2000,174.13,241.33,73.06,39.52,26.56,5.12,140.55,10524.9,84.69,45.04,-0.76,-0.53,1.23891853432942,1.7170401992173603,108.69503200000001
Manufacturing,Asia,South Africa,2000,216.43,596.05,59.06,128.51,0.48,7.88,17.03,10457.43,71.9,62.66,-6.82,4.42,12.708749266001174,34.99999999999999,373.48492999999996
Mining,Asia,South Africa,2000,39.53,717.97,41.51,52.21,45.55,8.2,46.52,16492.2,99.07,44.1,14.09,-4.66,0.8497420464316423,15.433576956147894,316.62477
Construction,Asia,South Africa,2000,15.62,667.64,26.43,63.81,25.99,3.45,1047.05,11181.03,70.56,9.27,13.49,7.47,0.014918103242443054,0.6376390812282127,61.890228
Mining,Asia,South Africa,2000,292.09,721.01,14.12,173.8,30.37,4.54,1242.82,7044.44,34.57,3.91,-3.41,4.63,0.23502196617370175,0.580140326032732,28.191491
Construction,Asia,Usa,2000,191.02,91.52,19.21,178.18,19.21,15.0,1407.12,23835.48,77.37,45.27,-4.96,6.03,0.13575245892319066,0.06504065040650407,41.431104000000005
Construction,Asia,Usa,2000,286.38,862.1,44.94,47.87,0.43,12.58,846.31,20386.77,94.39,62.92,3.2,-1.93,0.3383866431922109,1.0186574659403766,542.43332
Energy,Asia,Usa,2000,104.17,23.4,43.6,30.13,6.05,2.18,1123.61,6705.12,91.77,55.64,9.63,4.2,0.0927101040396579,0.02082573134806561,13.019759999999998
Mining,Asia,Usa,2000,215.82,272.43,1.29,73.63,5.27,17.26,1200.31,435.0,27.22,89.18,-1.75,8.08,0.17980355074938975,0.22696636702185272,242.95307400000002
Mining,Asia,Usa,2000,163.07,40.0,57.07,108.53,9.45,12.24,389.03,1739.78,74.43,67.26,-7.42,3.19,0.41917075803922577,0.10281983394596818,26.904
Mining,Asia,Usa,2000,183.83,546.14,79.56,51.66,20.22,9.95,137.18,9853.6,88.98,68.02,14.23,-3.9,1.3400641492929,3.9811925936725467,371.484428
Construction,Asia,Usa,2000,238.88,217.56,32.6,184.16,23.58,13.42,400.98,24137.33,36.32,60.3,-6.02,-3.55,0.5957404359319667,0.5425707017806374,131.18868
Energy,Asia,Usa,2000,153.26,870.19,60.4,135.94,43.43,12.42,1225.81,12933.21,88.97,15.31,2.58,9.06,0.1250275328150366,0.7098897871611425,133.226089
Energy,Asia,Usa,2000,223.78,864.74,80.37,57.87,29.64,2.33,199.92,2205.22,44.03,4.56,14.52,-1.02,1.1193477390956383,4.3254301720688275,39.432144
Manufacturing,Asia,Usa,2000,273.81,765.31,74.0,163.48,36.7,1.85,1090.55,19493.6,30.05,43.42,-2.69,-2.17,0.2510751455687497,0.701765164366604,332.297602
Mining,Asia,Usa,2000,237.9,549.18,42.98,153.74,47.4,6.53,631.96,10890.97,52.72,79.04,8.21,2.49,0.3764478764478764,0.8690106968795492,434.071872
Construction,Asia,Usa,2000,279.76,118.63,56.31,140.46,32.74,12.96,266.04,24405.5,76.89,14.9,11.43,2.78,1.0515711923019093,0.4459103894151255,17.67587
Construction,Asia,Usa,2000,40.72,575.98,49.02,35.78,39.84,4.33,67.12,8295.37,70.77,77.33,13.39,2.78,0.6066746126340882,8.58134684147795,445.405334
Construction,Asia,Usa,2000,1.59,975.86,15.25,98.93,13.25,14.42,1136.9,17267.05,23.99,37.61,13.61,2.28,0.0013985398891723107,0.8583516580174158,367.020946
Construction,Asia,Usa,2000,175.89,34.57,94.34,132.52,13.66,1.13,326.26,7774.14,43.98,8.05,14.25,-2.98,0.5391099123398516,0.10595843805553853,2.782885
Energy,Asia,Usa,2000,30.87,573.92,85.86,38.0,47.79,9.82,439.8,18289.15,89.29,77.12,2.6,3.06,0.07019099590723056,1.304956798544793,442.60710399999994
Mining,Asia,Usa,2000,136.4,196.01,87.73,119.39,10.17,15.53,893.63,16725.14,96.38,23.21,5.89,9.71,0.1526358783836711,0.21934133813770798,45.493921
Construction,Asia,Usa,2000,97.84,50.27,69.41,87.77,25.61,6.41,84.51,5002.83,65.51,33.86,-3.28,7.0,1.1577328126848894,0.5948408472370134,17.021422
Energy,Europe,Australia,2000,281.93,382.71,56.16,158.73,32.0,10.09,876.05,12826.29,31.51,62.35,14.31,-0.74,0.32181953084869586,0.4368586267907083,238.619685
Mining,Europe,Australia,2000,8.67,320.04,15.9,72.7,28.13,17.25,718.42,4332.21,48.11,13.08,13.56,5.87,0.012068149550402273,0.4454775757913199,41.861232
Mining,Europe,Australia,2000,248.32,130.84,22.63,140.69,34.65,3.9,282.64,16755.55,81.99,83.71,11.78,1.99,0.8785734503255024,0.46292103028587606,109.526164
Construction,Europe,Australia,2000,35.88,560.82,62.83,69.44,47.07,2.17,128.65,19158.15,56.38,32.15,10.26,0.94,0.2788962300816168,4.3592693354061405,180.30363
Construction,Europe,Australia,2000,156.42,285.66,16.75,21.47,39.61,4.11,388.79,24758.4,79.86,44.63,-2.88,-1.25,0.40232516268422536,0.7347411198847708,127.49005800000003
Energy,Europe,Australia,2000,176.03,254.69,15.65,102.19,16.05,2.23,900.31,8040.67,48.4,97.66,1.12,8.21,0.19552154257977808,0.28289144850107184,248.73025399999997
Energy,Europe,Australia,2000,227.96,374.33,36.99,178.54,30.68,7.73,975.78,15451.2,53.23,49.7,-2.06,-2.87,0.23361823361823364,0.3836213080817397,186.04201
Construction,Europe,Australia,2000,203.29,892.37,65.82,130.08,33.51,16.76,262.23,11831.92,71.36,63.08,7.12,-0.96,0.7752354803035503,3.4030049956145367,562.906996
Energy,Europe,Australia,2000,51.01,672.35,3.99,71.27,27.31,7.41,1127.19,9729.34,87.97,60.03,-7.43,2.59,0.04525412752064869,0.5964832903059821,403.61170500000003
Manufacturing,Europe,Australia,2000,180.04,613.02,30.04,127.54,37.92,13.89,5.3,23841.74,24.79,58.1,5.38,4.01,33.969811320754715,115.66415094339622,356.16462
Manufacturing,Europe,Australia,2000,151.45,510.86,99.95,19.09,17.08,3.56,558.84,5379.42,42.3,6.49,5.02,5.44,0.2710078018753131,0.914143583136497,33.154814
Construction,Europe,Australia,2000,213.98,277.7,36.07,179.93,31.83,15.48,54.27,20652.34,88.13,41.92,-7.09,-4.25,3.942878201584669,5.1170075548185,116.41184
Mining,Europe,Australia,2000,124.33,803.6,28.06,111.13,38.27,13.22,1455.32,328.76,44.65,28.23,-1.58,-4.71,0.08543138278866504,0.5521809636368634,226.85628
Energy,Europe,Australia,2000,76.32,491.33,16.55,143.27,31.01,4.74,294.12,23300.85,75.95,82.66,7.97,-4.9,0.25948592411260707,1.6705086359309125,406.13337799999994
Manufacturing,Europe,Australia,2000,263.77,826.34,14.3,81.9,10.44,17.8,1098.28,17271.73,21.21,99.53,13.18,7.91,0.24016644207305968,0.7523946534581346,822.4562020000001
Manufacturing,Europe,Brazil,2000,40.14,576.77,30.0,153.62,40.15,2.06,369.03,8293.95,65.17,14.61,14.17,-4.21,0.10877164458174134,1.5629352627157684,84.26609699999999
Energy,Europe,Brazil,2000,119.42,39.82,54.31,152.49,45.92,7.27,478.49,19297.25,99.34,59.84,14.47,4.76,0.24957679366339944,0.08322012999226734,23.828288
Manufacturing,Europe,Brazil,2000,98.01,408.61,89.18,24.83,44.42,17.22,990.02,14996.33,56.78,31.97,5.56,3.67,0.09899800004040323,0.41272903577705505,130.63261699999998
Manufacturing,Europe,Brazil,2000,31.07,497.87,51.33,38.66,35.0,0.83,24.57,17831.97,65.97,25.51,-0.07,8.12,1.2645502645502646,20.263329263329265,127.00663700000001
Energy,Europe,Brazil,2000,87.39,647.12,37.44,162.36,32.18,16.66,1164.6,1364.2,51.03,45.44,6.74,5.45,0.0750386398763524,0.5556585952258286,294.051328
Manufacturing,Europe,Brazil,2000,28.33,219.72,30.94,57.97,10.61,18.88,476.81,21223.24,90.41,30.4,13.53,3.24,0.05941570017407353,0.4608124829596695,66.79487999999999
Manufacturing,Europe,Brazil,2000,117.37,347.8,50.69,15.11,42.94,10.37,324.34,1325.04,54.22,99.7,11.44,-4.45,0.3618733427884319,1.0723315039773078,346.75660000000005
Construction,Europe,Brazil,2000,24.62,185.29,19.99,169.17,11.74,14.65,36.22,17972.34,24.11,4.35,3.21,-0.36,0.6797349530646052,5.115681943677526,8.060115
Construction,Europe,Brazil,2000,225.59,416.83,50.25,161.01,28.22,18.98,168.88,20870.2,23.81,45.75,6.2,-4.92,1.335800568450971,2.4682022738038842,190.699725
Mining,Europe,Brazil,2000,235.94,236.03,49.76,23.16,14.06,6.68,72.85,23823.41,82.24,69.85,1.39,0.65,3.238709677419355,3.239945092656143,164.866955
Construction,Europe,Brazil,2000,102.1,596.56,79.14,101.59,41.47,14.32,757.31,17924.99,35.19,91.81,-6.62,0.12,0.1348192946085487,0.7877355376265994,547.701736
Manufacturing,Europe,Brazil,2000,78.87,647.88,0.3,60.37,5.13,6.04,509.16,20845.17,83.67,94.15,2.21,-2.22,0.15490219184539242,1.2724487390996935,609.97902
Manufacturing,Europe,Brazil,2000,257.49,704.89,90.0,90.13,39.8,15.85,751.48,14929.9,33.07,20.91,1.79,-1.75,0.34264384947037846,0.9380023420450311,147.39249900000002
Manufacturing,Europe,Brazil,2000,195.22,7.42,34.33,165.91,44.47,19.09,517.06,17229.3,54.47,60.52,10.65,3.44,0.3775577302440723,0.01435036552817855,4.490584
Manufacturing,Europe,Brazil,2000,27.22,434.9,36.15,3.02,7.34,9.23,816.63,12851.87,23.71,84.96,-9.97,-1.1,0.03333210878855785,0.5325545228561283,369.49103999999994
Manufacturing,Europe,Canada,2000,218.12,718.25,64.13,152.94,15.47,13.73,983.21,22776.14,27.89,99.5,-7.99,2.48,0.22184477375128406,0.7305153527730597,714.65875
Construction,Europe,Canada,2000,150.94,295.86,50.12,127.29,23.13,15.0,1445.11,13851.77,22.5,18.86,13.4,9.59,0.10444879628540389,0.2047318197230661,55.799196
Construction,Europe,Canada,2000,274.51,20.51,44.53,175.69,10.59,19.67,1173.74,24841.38,23.77,34.97,5.93,3.79,0.2338763269548622,0.01747405728696304,7.172346999999999
Construction,Europe,Canada,2000,60.69,156.73,68.97,118.67,44.8,12.11,1070.0,23029.28,59.79,25.04,9.86,5.7,0.0567196261682243,0.14647663551401868,39.245191999999996
Construction,Europe,Canada,2000,204.89,695.82,85.79,52.07,24.86,13.94,1435.79,18368.75,28.2,1.6,11.84,0.19,0.14270192716205016,0.48462518892038536,11.133120000000002
Mining,Europe,Canada,2000,234.71,466.48,76.72,76.68,12.75,9.13,1183.39,5375.44,37.33,62.72,14.35,6.26,0.19833698104597808,0.394189574020399,292.576256
Construction,Europe,Canada,2000,20.6,720.31,14.97,93.56,6.68,0.72,1487.78,12801.47,82.14,18.84,9.41,3.64,0.013846133164849643,0.48415088252295363,135.706404
Mining,Europe,Canada,2000,96.67,937.87,77.61,14.39,10.75,12.85,871.36,5548.65,72.69,73.32,11.15,-3.89,0.11094151670951156,1.0763289570326846,687.6462839999999
Manufacturing,Europe,Canada,2000,28.14,552.93,8.83,170.26,10.66,3.12,1375.85,13890.07,74.28,68.59,5.37,-0.29,0.020452810989570087,0.4018824726532689,379.254687
Mining,Europe,Canada,2000,255.34,252.61,34.28,63.33,10.0,18.43,194.18,2973.94,48.97,56.16,-8.95,0.17,1.3149654959316097,1.3009063755278607,141.865776
Manufacturing,Europe,Canada,2000,239.48,465.43,35.57,44.55,31.01,17.18,829.78,1134.62,47.93,19.19,2.16,3.96,0.28860661862180337,0.560907710477476,89.31601700000002
Mining,Europe,Canada,2000,210.55,765.15,15.69,82.19,16.99,18.8,396.96,16567.18,60.76,23.35,-2.37,-0.48,0.5304060862555422,1.9275241837968562,178.66252500000002
Construction,Europe,China,2000,193.44,626.36,49.01,114.01,43.86,13.13,146.92,16487.44,73.06,65.96,-1.85,4.64,1.3166349033487614,4.2632725292676295,413.14705599999996
Construction,Europe,China,2000,182.28,261.82,83.87,79.03,10.51,18.34,563.97,8621.01,39.88,97.73,11.55,6.26,0.32320868131283575,0.46424455201517806,255.876686
Mining,Europe,China,2000,235.92,839.05,42.89,118.8,43.77,16.37,1087.34,4031.15,79.52,24.91,-6.89,-2.61,0.21696985303584895,0.7716537605532768,209.007355
Mining,Europe,China,2000,45.87,994.13,90.11,158.37,28.55,2.63,98.93,4993.51,72.71,1.75,5.64,9.6,0.4636611745678762,10.048822399676538,17.397275
Construction,Europe,China,2000,158.37,777.02,7.88,44.63,45.42,8.4,540.38,17958.07,47.0,52.26,13.67,4.67,0.29307154224804766,1.4379140604759613,406.070652
Mining,Europe,China,2000,284.87,911.56,19.92,112.81,21.27,9.82,84.42,17758.39,66.91,79.16,6.68,-3.54,3.3744373371239043,10.797915185974887,721.5908959999999
Mining,Europe,China,2000,181.27,649.21,5.05,54.14,26.11,4.64,605.55,3147.98,42.76,66.19,0.06,8.42,0.2993477004376187,1.0720997440343492,429.712099
Energy,Europe,China,2000,104.24,628.78,77.23,77.86,16.08,1.76,80.16,11815.28,21.93,48.39,10.52,2.22,1.3003992015968064,7.844061876247505,304.266642
Manufacturing,Europe,China,2000,202.29,842.68,25.59,60.76,15.01,4.0,1095.73,12045.52,29.28,27.56,12.67,-2.47,0.1846166482618893,0.7690580708751242,232.24260799999996
Mining,Europe,China,2000,258.47,934.41,21.96,39.65,24.27,12.92,51.31,5715.11,67.39,2.19,-5.22,-3.81,5.037419606314559,18.211069966868056,20.463579
Construction,Europe,Germany,2000,260.8,182.93,84.7,115.42,0.36,7.87,1133.36,21798.86,74.34,0.57,11.95,-3.61,0.23011223265334937,0.16140502576409968,1.042701
Mining,Europe,Germany,2000,238.12,726.55,32.28,100.79,39.48,13.61,25.26,18803.12,90.6,36.11,5.1,7.47,9.426761678543151,28.76286619160728,262.357205
Manufacturing,Europe,Germany,2000,51.53,532.33,55.95,170.09,39.48,2.19,260.49,21997.84,85.48,1.21,-5.1,2.09,0.19781949403048102,2.0435717302007754,6.441193000000001
Construction,Europe,Germany,2000,254.87,572.23,55.81,115.17,16.41,3.7,203.61,9962.77,28.54,84.06,10.61,-2.56,1.251755807671529,2.8104218849761797,481.016538
Energy,Europe,Germany,2000,182.98,395.46,23.16,77.45,30.09,3.35,676.28,20126.65,29.08,58.09,-6.04,2.66,0.27056840361980244,0.5847577926302715,229.72271400000002
Mining,Europe,Germany,2000,263.18,959.75,48.5,172.0,48.79,11.93,1210.34,6042.67,54.55,0.32,-5.81,-3.62,0.21744303253631214,0.7929590032552837,3.0712
